0$, altså via e-post$, altså via e-post$1
3048$koronaviruset kan føre til$koronaviruset kan føra til$1
3049$krisen , sa han.$krisa , sa han.$2
3050$opp teltet hjemme før$opp telta heime før$1
3051$hjemme og ikke kan$heime og ikkje kan$1
3052$blir litt i overkant$blir litt i overkant$1
3053$kolleger , så har$kollegaer , så har$1
3054$er forskjellige kategorier for$er ulike kategoriar for$1
3055$informerte de sykehuset om$informerte dei sjukehuset om$1
3056$i Troms og Finnmark.$i Troms og Finnmark.$2
3057$Forbrukerrådet , Inger Lise$Forbrukarrådet , Inger Lise$1
3058$bruke tiden frem til$bruka tida fram til$1
3059$NRKs direktesendte TV-debatt i$NRKs direktesende TV-debatt i$1
3060$får varsler fra tilsyn$får varslar frå tilsyn$1
3061$samt tre mot luksushoteller$og dessutan tre mot luksushotell$1
3062$ikke lurt å være$ikkje lurt å vera$1
3063$Bildet viser kaptein Brett$Bildet viser kaptein Brett$0
3064$og å holde avstand.$og å halda avstand.$2
3065$på situasjonen , mener$på situasjonen , meiner$1
3066$Thore Haugstad skriver om$Thore Haugstad skriv om$0
3067$og vann , er$og vatn , er$1
3068$betenkeligheter ved at munnbindene$betenkeligheter ved at munnbinda$1
3069$normalt en tjeneste for$normalt ei teneste for$1
3070$ti ruller på rekke$ti rullar på rekka$1
3071$forslag fører til unødig$forslag fører til unødig$1
3072$ved en feil ble$ved ein feil vart$1
3073$, men ønsker ikke$, men ønsker ikkje$1
3074$hage er en del$hage er ein del$1
3075$Når det gjelder de$Når det gjeld dei$0
3076$seg hjemme og ikke$seg heime og ikkje$1
3077$grunn skiller Botanisk hage$grunn skil Botanisk hage$1
3078$det noen som misbruker$det nokon som misbruker$1
3079$som skoleeier kan holde$som skuleeigar kan halda$1
3080$utenlandsferie , og ønsker$utenlandsferie , og ønsker$1
3081$etter påske , bør$etter påske , bør$1
3082$veibanen som medførte at$vegbanen som medførte at$1
3083$en annen kommune enn$ein annan kommune enn$1
3084$om regjeringen går inn$om regjeringa går inn$1
3085$ikke spekulere om vinden$ikkje spekulera om vinden$1
3086$skal være uskadd ,$skal vera uskadd ,$1
3087$orde for at Demokratenes$orde for at Demokratanes$1
3088$stemme på , sier$stemme på , seier$1
3089$Her har det skjedd$Her har det skjedd$0
3090$Eugene , Oregon skal$Eugene , Oregon skal$1
3091$med en av de$med ein av dei$1
3092$det på en måte$det på ein måte$1
3093$på terrassen i påskesola$på terrassen i påskesola$1
3094$opp for å trygge$opp for å trygga$1
3095$at vi kan gjøre$at vi kan gjera$1
3096$før du får beskjed$før du får beskjed$1
3097$av hensyn til sikkerheten$av omsyn til sikkerheita$1
3098$være fornøyd med det.$vera fornøgd med det.$2
3099$i Bergens Tidende i$i Bergens Tidende i$1
3100$sier Lægreid til NRK.$seier Lægreid til NRK.$2
3101$Vårt inntrykk er at$Inntrykket vårt er at$0
3102$nok ikke gått inn$nok ikkje gått inn$1
3103$fordi byens myndighetene ikke$fordi byens styresmaktene ikkje$1
3104$VG om én måned$VG om éin månad$1
3105$og store nyhetsorganisasjoner for$og store nyheitsorganisasjonar for$1
3106$Dette er et av$Dette er eit av$0
3107$sier Anna Bistrup ,$seier Anna Bistrup ,$1
3108$alene dropper du denne$åleine droppar du denne$1
3109$klare nasjonale retningslinjer ,$klare nasjonale retningslinjer ,$1
3110$psykologisk trekantdrama om en$psykologisk trekantdrama om ein$1
3111$å ta vare på$å ta vare på$1
3112$klarer fint å fylle$klarar fint å fylla$1
3113$Førsteamanuensis ved Universitetet i$Førsteamanuensis ved Universitetet i$0
3114$fleste av dem av$fleste av dei av$1
3115$lagt sine avdøde kjære$lagt sine avdøde kjære$1
3116$Staten betaler for hele$Staten betaler for heile$0
3117$enn det , sier$enn det , seier$1
3118$gang i Wuhan i$gong i Wuhan i$1
3119$som skal stille til$som skal stilla til$1
3120$Holdes ikke valget ,$Blir ikkje halden valet ,$0
3121$en storm av kritikk$ein storm av kritikk$1
3122$den ulovlige handelen ,$den ulovlege handelen ,$1
3123$Amerikanske velgere i krisetid$Amerikanske veljarar i krisetid$0
3124$statusen kansellert mot meg$statusen kansellert mot meg$1
3125$redde reisearrangørene fra konkurser$redde reisearrangørane frå konkursar$1
3126$Franskmannen ble imponert over$Franskmannen vart imponert over$0
3127$si opp 750 ansatte.$seia opp 750 tilsette.$2
3128$belage oss på utenlandsreiser$belaga oss på utenlandsreiser$1
3129$Opprør bruker Sansom mindre$Opprør bruker Sansom mindre$1
3130$vegg-til-vegg-teppe i teltet ,$vegg-til-vegg-teppe i teltet ,$1
3131$å forberede dette allerede$å førebu dette allereie$1
3132$skal ha en levedyktig$skal ha ein levedyktig$1
3133$Camilla Trud Nereid i$Camilla Trud Nereid i$1
3134$Amalie , som hadde$Amalie , som hadde$1
3135$å leve i et$å leva i eit$1
3136$i norsk toppfotball må$i norsk toppfotball må$1
3137$vil bli evaluert framover.$vil bli evaluert framover.$2
3138$mennesker på jobb ,$menneske på jobb ,$1
3139$Du kan for eksempel$Du kan til dømes$0
3140$UNN til å teste$UNN til å testa$1
3141$avbestilt reisen selv ,$avbestilte reisa sjølv ,$1
3142$Det dreier seg om$Det dreier seg om$0
3143$er nådd og munnbindene$er nådde og munnbinda$1
3144$løse det på sin$lause det på sin$1
3145$nyetablerte intensivposten for Covid-19-pasienter$nyetablerte intensivposten for Covid-19-pasienter$1
3146$100 meter fra landstedet$100 meter frå landstaden$1
3147$en slik godkjenning ,$ei slik godkjenning ,$1
3148$de synes presidenten gjør$dei synest presidenten gjer$1
3149$De mener Kina har$Dei meiner Kina har$0
3150$sier koordinator i Helitrans$seier koordinator i Helitrans$1
3151$, men heller hjemmepåske$, men heller hjemmepåske$1
3152$er viktige at vi$er viktige at vi$1
3153$fra intet , sier$frå ingen , seier$1
3154$det går mindre sjokolade$det går mindre sjokolade$1
3155$håndteringen og beklage dersom$handteringa og beklaga dersom$1
3156$den ytterst kompliserte prosessen$den ytst kompliserte prosessen$1
3157$og lar ansatte jobbe$og lèt tilsette jobba$1
3158$som anklaget Crozier for$som skulda Crozier for$1
3159$en måte som er$ein måte som er$1
3160$ikke svar på før$ikkje svar på før$1
3161$midlertidig forskrift etter vi$mellombels forskrift etter vi$1
3162$er koselig i nattemørket.$er koseleg i nattemørket.$2
3163$flere på at regjeringen$fleire på at regjeringa$1
3164$flere sosiale medieplattformer slå$fleire sosiale medieplattformer slå$1
3165$en rekke delstater har$ei rekke delstatar har$1
3166$sier det er viktig$seier det er viktig$1
3167$vi vært heldig med$vi vore heldig med$1
3168$sin referanse og sjekke$referansen sin og sjekka$1
3169$Vi ser med bekymring$Vi ser med bekymring$0
3170$egentlig ikke oppfyller kravet.$eigentleg ikkje oppfyller kravet.$2
3171$, hadde foreldre valgt$, hadde foreldre valt$1
3172$Foretrekker du noe friskt$Føretrekker du noko friskt$0
3173$ansatte i Sverige ,$tilsette i Sverige ,$1
3174$viser imidlertid at de$viser likevel at dei$1
3175$på nettsiden sin ,$på nettsida si ,$1
3176$overholdes , kan man$blir overhalden , kan ein$1
3177$situasjon for Norwegian ,$situasjon for Norwegian ,$1
3178$hodet er i ferd$hovudet er i ferd$1
3179$kaotisk situasjon dersom halvparten$kaotisk situasjon dersom halvparten$1
3180$på rekke og hopp$på rekke og hopp$1
3181$jo ha sluppet epidemien$jo ha sleppt epidemien$1
3182$kabinansatte har fått varsel$kabintilsette har fått varsel$1
3183$verste han har opplevd.$verste han har opplevd.$2
3184$komme opp i et$komma opp i eit$1
3185$i byen folk oppholder$i byen folk oppheld$1
3186$positiv , og viser$positiv , og viser$1
3187$i at det ble$i at det vart$1
3188$man få enorm tetthet$ein få enorm tettleik$1
3189$Ifølge Oslo politidistrikt er$Ifølgje Oslo politidistrikt er$0
3190$å gjøre det enkelt$å gjera det enkelt$1
3191$kansellere , og visste$kansellera , og visste$1
3192$koronaviruset neppe var verre$koronaviruset neppe var verre$1
3193$men statssekretær Jorunn Hallaråker$men statssekretær Jorunn Hallaråker$1
3194$det kommer en ny$det kjem ein ny$1
3195$skal bidra til å$skal bidra til å$1
3196$i det hele tatt$i det heile$1
3197$ha blitt knivstukket på$ha vorte knivstukke på$1
3198$Donald Trump har støttet$Donald Trump har støtta$1
3199$Arild Grande , i$Arild Grande , i$1
3200$over dem til brystet$over dei til brystet$1
3201$krisetid kan rally around$krisetid kan rally around$1
3202$av merket 3M og$av merket 3M og$1
3203$om de 750 medarbeiderne.$om dei 750 medarbeidarane.$2
3204$i Trondheim oppgir at$i Trondheim gir at opp$1
3205$, skal direktøren tirsdag$, skal direktøren tysdag$1
3206$til beregningene og smittetallet.$til utrekningane og smittetallet.$2
3207$Norges Lastebileierforbund i Østfold.$Norges Lastebileierforbund i Østfold.$2
3208$foreløpig er usikkert hva$førebels er usikkert kva$1
3209$eget lag med å$eige lag med å$1
3210$utestengelse etter å ha$utestenging etter å ha$1
3211$en tale for mannskapet$ein tale for mannskapet$1
3212$ble 800 av disse$vart 800 av desse$1
3213$stor , forteller Skott.$stor , fortel Skott.$2
3214$sendt til Forsvarets forskningsinstitutt$sende til Forsvarets forskingsinstitutt$1
3215$de ulike landsdelene ,$dei ulike landsdelane ,$1
3216$republikanerne vinne noen valg.$republikanarane vinne nokre val.$2
3217$I dag er det$I dag er det$0
3218$to døgn på samme$to døgn på same$1
3219$frivillig redningskorps som fraktet$frivillig redningskorps som frakta$1
3220$har frontet den svenske$har frontet den svenske$1
3221$helst , og så$helst , og så$1
3222$FN og Verdens helseorganisasjon$FN og Verdshelseorganisasjonen$1
3223$tre sterke grunner for$tre sterke grunnar for$1
3224$rekke og hopp sidelengs$rekka og hopp sidelengs$1
3225$permittert ansatte , og$permitterte tilsette , og$1
3226$Men USAs grunnlov er$Men USAs grunnlov er$0
3227$Når kan vi da$Når kan vi då$0
3228$og støtte for å$og støtte for å$1
3229$En minneside er et$Ei minneside er eit$0
3230$starter nå produksjon av$startar no produksjon av$1
3231$Fristelsen for å utnytte$Fristelsen for å utnytta$0
3232$sin datter Ariana hjem$dottera si Ariana heim$1
3233$åpning var aksjen ned$opning var aksjen ned$1
3234$som skal på plass.$som skal på plass.$2
3235$er også noe Virke$er òg noko Virke$1
3236$at det er mulig$at det er mogleg$1
3237$litt tidlig å spekulere$litt tidleg å spekulera$1
3238$dø på grunn av$døy på grunn av$1
3239$vi har hatt to$vi har hatt to$1
3240$og at noen bevisst$og at nokon bevisst$1
3241$Gun Peggy Knudsen områdedirektør$Gun Peggy Knudsen områdedirektør$1
3242$Alfred , Agnes og$Alfred , Agnes og$1
3243$spesielle er at fisken$spesielle er at fisken$1
3244$dem som har blitt$dei som har vorte$1
3245$hadde bestemt seg for$hadde bestemt seg for$1
3246$Melby , sier at$Melby , seier at$1
3247$foreldre eller søsken som$foreldre eller søsken som$1
3248$sier oppvekstog utdanningsdirektør Camilla$seier oppvekstog utdanningsdirektør Camilla$1
3249$kommet 653 centimeter snø$komne 653 centimeter snø$1
3250$to personene som ble$to personane som vart$1
3251$brev , sa Trump$brev , sa Trump$1
3252$sammen med det som$saman med det som$1
3253$må ha med en$må ha med ein$1
3254$korrekt at Norwegian sier$korrekt at Norwegian seier$1
3255$grunn av unormalt mye$grunn av unormalt mykje$1
3256$Jones , Vero Moda$Jones , Vero Moda$1
3257$som er leder av$som er leiar av$1
3258$90 kilometer én vei$90 kilometer éin veg$1
3259$vanskeligere enn vi hadde$vanskelegare enn vi hadde$1
3260$tre måneder skal også$tre månader skal òg$1
3261$langt bak , og$langt bak , og$1
3262$er jeg usikker på$er eg usikker på$1
3263$absolutt nødvendig å kaste$absolutt nødvendig å kasta$1
3264$stikkskader , men det$stikkskadar , men det$1
3265$staver for å sikre$stavar for å sikra$1
3266$finnes både vitenskapelige ,$finst både vitskaplege ,$1
3267$de representantene som skal$dei representantane som skal$1
3268$er pågrepet og siktet$er arrestert og sikta$1
3269$til å selge unna$til å selja unna$1
3270$er jo gjerdet inn$er jo gjerda inn$1
3271$fjøs i Nesna kommune$fjøs i Nesna kommune$1
3272$fordel hvis får brukt$fordel viss får brukt$1
3273$beklage dersom vi utilsiktet$beklaga dersom vi utilsikta$1
3274$ut , men ikke$ut , men ikkje$1
3275$godt når man for$godt når ein for$1
3276$å få dette til$å få dette til$1
3277$sa presidenten nylig at$sa presidenten nyleg at$1
3278$Marte Gerhardsen advarer mot$Marte Gerhardsen åtvarar mot$1
3279$påske , med retningslinjer$påske , med retningslinjer$1
3280$hadde de nådd 90,1$hadde dei nådd 90,1$1
3281$13 grader og strålende$13 grader og strålande$1
3282$men CITES og Traffic$men CITES og Traffic$1
3283$snø til drikkevann hvis$snø til drikkevatn viss$1
3284$Trump har testet negativt$Trump har testa negativt$1
3285$38-åringen har kontrakt med$38-åringen har kontrakt med$0
3286$sol de nærmeste dagene.$sol dei næraste dagane.$2
3287$Knut Korsbrekke er en$Knut Korsbrekke er ein$0
3288$Nordpolen , og dirigerer$Nordpolen , og dirigerer$1
3289$benytter påsken og koronakrisen$nyttar påsken og koronakrisa$1
3290$stell deg med en$stell deg med ein$1
3291$høyt nok til å$høgt nok til å$1
3292$mot teltåpningen , med$mot teltopninga , med$1
3293$over dorullene fra den$over dorullene frå ho$1
3294$sa Skottlands førsteminister Nicola$sa Skottlands førsteminister Nicola$1
3295$av disse levert ut$av desse levert ut$1
3296$at de vil bli$at dei vil bli$1
3297$en nedgang på 61$ein nedgang på 61$1
3298$oksygenflaske snarest mulig i$oksygenflaske snarast mogleg i$1
3299$og nesten alle sier$og nesten alle seier$1
3300$amerikanske valgkampen på hodet.$amerikanske valkampen på hovudet.$2
3301$en mindre innrapportering i$ein mindre innrapportering i$1
3302$av dagen , og$av dagen , og$1
3303$samtidig at det er$samtidig at det er$1
3304$reinene for å unngå$reinene for å unngå$1
3305$skal kartlegge den enkeltes$skal kartlegga den enkeltes$1
3306$, så langt vi$, så langt vi$1
3307$i forbindelse med avlivning$i samband med avlivning$1
3308$mange butikker og næringsdrivende$mange butikkar og næringsdrivande$1
3309$som skal motta og$som skal få og$1
3310$Når forskerne ser ned$Når forskarane ser ned$0
3311$, har UNN fått$, har UNN fått$1
3312$kroner per kilo ,$kroner per kilo ,$1
3313$Eckhoff opplyser om at$Eckhoff opplyser om at$1
3314$har hittil fått påvist$har hittil fått påvist$1
3315$teorien kan hvem som$teorien kan kven som$1
3316$ved UNN testes for$ved UNN blir testa for$1
3317$Miljøpartiet De Grønne vil$Miljøpartiet Dei Grøne vil$1
3318$virkeligheten om mannen som$verkelegheita om mannen som$1
3319$er biolog og naturfotograf$er biolog og naturfotograf$1
3320$mer tydelig ovenfor kunder$meir tydeleg ovanfor kundar$1
3321$ville dyr , og$ville dyr , og$1
3322$tom for ideer ,$tom for idear ,$1
3323$Men vi oppfatter at$Men vi oppfattar at$0
3324$helikoptre i forrige uke$helikopter førre veke$1
3325$igjen , om vi$igjen , om vi$1
3326$faller inn under en$fell inn under ein$1
3327$UNN sier de vil$UNN seier dei vil$0
3328$, bekrefter John Arne$, stadfestar John Arne$1
3329$ville hatt , sier$ville hatt , seier$1
3330$agentene som av en$agentane som av ein$1
3331$helt sikkert at en$heilt sikkert at ein$1
3332$i Storbritannia der 5G$i Storbritannia der 5G$1
3333$etterlyser en tydeligere presisering$etterlyser ein tydelegare presisering$1
3334$det gjelder bruk av$det gjeld bruk av$1
3335$har vi styrket Reisegarantifondet$har vi styrkt Reisegarantifondet$1
3336$god at vi vil$god at vi vil$1
3337$har produsert og skåret$har produsert og skåra$1
3338$etter vi har gått$etter vi har gått$1
3339$en trafikkulykke i Ålesund$ei trafikkulykke i Ålesund$1
3340$åpnet opp noen butikker$opna opp nokre butikkar$1
3341$sier at de vil$seier at dei vil$1
3342$å komme opp i$å komma opp i$1
3343$det ekkolodd som brukes.$det ekkoloddet som blir brukt.$2
3344$, og at mitt$, og at mitt$1
3345$tradisjoner kunne bidra til$tradisjonar kunne bidra til$1
3346$lite barn her som$lite barn her som$1
3347$delvis , ser vi$delvis , ser vi$1
3348$så høy pris enn$så høg pris enn$1
3349$som de får rapporter$som dei får rapportar$1
3350$de kontaktet hadde ikke$dei kontakta hadde ikkje$1
3351$blir avfeid av forskere$blir avfeia av forskarar$1
3352$påske i år ,$påske i år ,$1
3353$å gjøre med flyvningen$å gjera med flyvningen$1
3354$på søndag med pustebesvær$søndag med pustebesvær$1
3355$redusere anbefalingene av innhold$redusera tilrådingane av innhald$1
3356$en hinderløype i stua.$ei hinderløype i stova.$2
3357$Et av tiltakene mot$Eit av tiltaka mot$0
3358$eldrehjem i Stockholm smittet$eldrehjem i Stockholm smitta$1
3359$kom svaret fra USAs$kom svaret frå USAs$1
3360$NRK at det foreløpig$NRK at det førebels$1
3361$aldri vært borti så$aldri vore borti så$1
3362$Skolebyråd i Bergen ,$Skulebyråd i Bergen ,$0
3363$har også datteren Astrid.$har òg dottera Astrid.$2
3364$Oslo , Asker og$Oslo , Asker og$1
3365$for Covid-19-pasienter ved UNN.$for Covid-19-pasienter ved UNN.$2
3366$at havnivået stiger ,$at havnivået stig ,$1
3367$må gjøre for å$må gjera for å$1
3368$er foreløpig uvisst om$er førebels uvisst om$1
3369$er de viktigste tiltakene$er dei viktigaste tiltaka$1
3370$han begynte å gjøre$han byrja å gjera$1
3371$god måte , sier$god måte , seier$1
3372$politiker mener Norge må$politikar meiner Noreg må$1
3373$noe de kan gjøre$noko dei kan gjera$1
3374$avbestilte , får jeg$avbestilte , får eg$1
3375$underveis og heller finne$undervegs og heller finna$1
3376$uklart , men nå$uklart , men no$1
3377$holdes , holdes heller$blir halden , blir heller halden$1
3378$fornøyd , men flere$fornøgd , men fleire$1
3379$går inn for noe$går inn for noko$1
3380$gnist og overskudd ,$gneiste og overskot ,$1
3381$ytterst kompliserte prosessen her.$ytst kompliserte prosessen her.$2
3382$for over en uke$for over ei veke$1
3383$, sa presidenten nylig$, sa presidenten nyleg$1
3384$sier Gun Peggy Knudsen$seier Gun Peggy Knudsen$1
3385$regjeringen bestemmer å åpne$regjeringa bestemmer å opna$1
3386$ny serie med ti$ny serie med ti$1
3387$blir inkludert av dette.$blir inkluderte av dette.$2
3388$som minner mer om$som minner meir om$1
3389$faller utenfor vanlig skolegang.$fall utanfor vanleg skulegang.$2
3390$, ved å heve$, ved å heva$1
3391$viktigste for dem er$viktigaste for dei er$1
3392$med 300 millioner kroner.$med 300 millionar kroner.$2
3393$, sa Trump om$, sa Trump om$1
3394$mellom 150–200 ansatte ved$mellom 150–200 tilsette ved$1
3395$til før vi mister$til før vi mistar$1
3396$er trygt å åpne$er trygt å opna$1
3397$Det er tidligere kjent$Det er tidlegare kjent$0
3398$på 90,1 prosent var$på 90,1 prosent var$1
3399$av tiltakene mot koronaspredning$av tiltaka mot koronaspreiing$1
3400$Jan Morten Ertsaas i$Jan Morten Ertsaas i$0
3401$forutse for bare et$føresjå for berre eit$1
3402$vil være uheldig at$vil vera uheldig at$1
3403$over 45 ulike land.$over 45 ulike land.$2
3404$sier driftsog eiendomssjef ved$seier driftsog eigedomssjef ved$1
3405$til Janus for hvordan$til Janus for korleis$1
3406$er et godt glutenfritt$er eit godt glutenfritt$1
3407$vi har fått ut$vi har fått ut$1
3408$største utfordringen ved en$største utfordringa ved ein$1
3409$FHI , og konkluderte$FHI , og konkluderte$1
3410$sjuende gang sender han$sjuande gong sender han$1
3411$må være klart før$må vera klart før$1
3412$å slippe smittetiltakene opp$å sleppa smittetiltakene opp$1
3413$refundert pengene på pakkereiser.$refunderte pengane på pakkereiser.$2
3414$en deep adaption til$ein deep adaption til$1
3415$en gudinne , men$ein gudinne , men$1
3416$hadde reiseplaner de så$hadde reiseplanar dei så$1
3417$økning på 76 det$auke på 76 det$1
3418$med en måneds forbruk$med eit månads forbruk$1
3419$dem som faktisk blir$dei som faktisk blir$1
3420$406 eldre ved 100$406 eldre ved 100$1
3421$kastet seg rundt og$kasta seg rundt og$1
3422$Lofoten i disse dager.$Lofoten i desse dagane.$2
3423$ved å gi myndighetene$ved å gi styresmaktene$1
3424$studerer han 50 prosent$studerer han 50 prosent$1
3425$i Bergen kommune sier$i Bergen kommune seier$1
3426$en feil ble rundt$ein feil vart rundt$1
3427$Det skal bli enklere$Det skal bli enklare$0
3428$oppfordres til å ta$blir oppmoda til å ta$1
3429$fører til unødig byråkrati$fører til unødig byråkrati$2
3430$overvåke mobiltettheten i et$overvaka mobiltettleiken i eit$1
3431$i bydelen som tenker$i bydelen som tenker$1
3432$, sier Ivar Horneland$, seier Ivar Horneland$1
3433$manet skottene til å$mant skotta til å$1
3434$har de sett noe$har dei sett noko$1
3435$uka etter påske uansett$veka etter påske uansett$1
3436$bestemte vi oss for$bestemde vi oss for$1
3437$oversikt med anmeldelser av$oversikt med meldingar av$1
3438$helgen at det er$helga at det er$1
3439$pasientene , er tilførsel$pasientane , er tilførsel$1
3440$var derfor stort da$var derfor stort då$1
3441$antok ble tatt av$antok vart tatt av$1
3442$, fra leverandøren 3M.$, frå leverandøren 3M.$2
3443$notert at det går$noterte at det går$1
3444$det er lite sannsynlig$det er lite sannsynleg$1
3445$overtok familieselskapet som 28-åring$overtok familieselskapet som 28-åring$1
3446$Meg bekjent er det$Så vidt eg veit er det$0
3447$langt har over 400.000$langt har over 400.000$1
3448$i en enorm hastighet$i ein enorm fart$1
3449$mange innbyggere i sentrumsnære$mange innbyggarar i sentrumsnære$1
3450$viruset spredte seg raskt.$viruset spreidde seg raskt.$2
3451$til kjøretur langs den$til køyretur langs han$1
3452$En god pakkeliste redder$Ei god pakkeliste reddar$0
3453$i en e-post til$i ein e-post til$1
3454$potensielle tilfeller , har$potensielle tilfelle , har$1
3455$mennesker ved en intensivavdeling$menneske ved ein intensivavdeling$1
3456$kunne registrere for folk.$kunne registrera for folk.$2
3457$være et godt tips$vera eit godt tips$1
3458$dem over dorullene fra$dei over dorullene frå$1
3459$kjøre videre , så$køyra vidare , så$1
3460$om lag halvparten av$om lag halvparten av$1
3461$er stadig flere brukere$er stadig fleire brukarar$1
3462$en tid hvor mangel$ei tid kvar mangel$1
3463$med statsråd Oliver Dowden$med statsråd Oliver Dowden$1
3464$dersom vi utilsiktet har$dersom vi utilsikta har$1
3465$benyttet antakelig er dårligere$nytta antakeleg er dårlegare$1
3466$skal åpne skoler og$skal opna skular og$1
3467$farger du rosa eller$fargar du rosa eller$1
3468$ansatte er blitt testet$tilsette har vorte testa$1
3469$tilfeller , har en$tilfelle , har ein$1
3470$pressekonferanse om smittevern 12.$pressekonferanse om smittevern 12.$2
3471$krisa skulle fortsette og$krisa skulle halda fram og$1
3472$det en usikkerhet når$det ei uvisse når$1
3473$fortsatt herjer , eller$framleis herjar , eller$1
3474$ble imponert over måten$vart imponerte over måten$1
3475$men det gjenstår mye$men det står att mykje$1
3476$hun bruker når hun$ho brukar når ho$1
3477$en følelse av normalitet.$ei kjensle av normalitet.$2
3478$øvre troposfæren , ved$øvre troposfæren , ved$1
3479$så har de ikke$så har dei ikkje$1
3480$har UNN fått masker$har UNN fått masker$1
3481$til en delvis åpning$til ei delvis opning$1
3482$sier de vil gå$seier dei vil gå$1
3483$at hotellet de bodde$at hotellet dei budde$1
3484$med Grunnloven , men$med Grunnloven , men$1
3485$tale for mannskapet under$tala for mannskapet under$1
3486$greier å gjennomføre det$greie å gjennomføra det$1
3487$ikke kommet langt nok$ikkje komme langt nok$1
3488$til at morgensola treffer$til at morgensola treffer$1
3489$er ikke normalt med$er ikkje normalt med$1
3490$er mulig å fikse$er mogleg å fiksa$1
3491$særlig to varianter som$særleg to variantar som$1
3492$dette til egen personlig$dette til eigen personleg$1
3493$selskapet , ifølge Povlsen.$selskapet , ifølgje Povlsen.$2
3494$planlegge et godt tilbud$planlegga eit godt tilbod$1
3495$Høyres Heidi Nordby Lunde$Høgres Heidi Nordby Lunde$0
3496$hjerteog karsykdom og høyt$hjerteog karsjukdom og høgt$1
3497$beina nede i gropa$beina nede i gropa$1
3498$har ikke fått SMS$har ikkje fått SMS$1
3499$er store , individuelle$er store , individuelle$1
3500$, Anita Schumacher til$, Anita Schumacher til$1
3501$sykdom , fikk Lægreid$sjukdom , fekk Lægreid$1
3502$som oppmuntrer til ødeleggelse$som oppmuntrar til øydelegging$1
3503$maten i Kiwi-poser ,$maten i Kiwi-posar ,$1
3504$er i eller har$er i eller har$1
3505$har en slik godkjenning$har ei slik godkjenning$1
3506$en stor andel av$ein stor del av$1
3507$jobber dag og natt$jobbar dag og natt$1
3508$ville pattedyr foregår mest$ville pattedyr går mest føre seg$1
3509$mye fisk det er$mykje fisk det er$1
3510$offiser som forsøkte å$offiser som prøvde å$1
3511$ikke kan åpne for$ikkje kan opna for$1
3512$langt vi kan ,$langt vi kan ,$1
3513$tror jeg ikke det$trur eg ikkje det$1
3514$frontet den svenske korona-strategien.$frontet den svenske korona-strategien.$2
3515$som kobler 5G-teknologi og$som koplar 5G-teknologi og$1
3516$på grunn av sykdom$på grunn av sjukdom$1
3517$ut , sier Stoltenberg$ut , seier Stoltenberg$1
3518$Nordland Bondelag sier det$Nordland Bondelag seier det$1
3519$, sier Pål Reinert$, seier Pål Reinert$1
3520$hvordan fant jeg ut$korleis fann eg ut$1
3521$viktig rolle i medisinsk$viktig rolle i medisinsk$1
3522$hage skal åpne portene.$hage skal opna portane.$2
3523$at når man oppdager$at når ein oppdagar$1
3524$ville dyr til mat.$ville dyr til mat.$2
3525$, skriver Thore Haugstad.$, skriv Thore Haugstad.$2
3526$stemmer at vi har$stemmer at vi har$1
3527$og hvordan de skal$og korleis dei skal$1
3528$kalt P3-masker , levert$kalla P3-masker , levert$1
3529$vinter i Nord-Norge er$vinter i Nord-Noreg er$1
3530$ruller oppå hverandre og$rullar oppå kvarandre og$1
3531$barnehager , helt eller$barnehagar , heilt eller$1
3532$kan en gå tom$kan ein gå tom$1
3533$leveres til Bergen kommune.$blir leverte til Bergen kommune.$2
3534$fokus på det som$fokus på det som$1
3535$fra Tromsø er én$frå Tromsø er éin$1
3536$å forholde seg til$å forhalda seg til$1
3537$avhengig av hvor hardt$avhengig av kor hardt$1
3538$stengt i nærmere 3$stengde i nærare 3$1
3539$nye løsninger for å$nye løysingar for å$1
3540$naturfotograf i tillegg til$naturfotograf i tillegg til$1
3541$Og på Breivikeidet i$Og på Breivikeidet i$0
3542$Det er så selvsagt$Det er så sjølvsagt$0
3543$hardt ned på det$hardt ned på det$1
3544$handel med ville dyr.$handel med ville dyr.$2
3545$parter , sier hun$partar , seier ho$1
3546$en hindring i veibanen$ein hindring i vegbanen$1
3547$har hjemmekontor i dag$har hjemmekontor i dag$1
3548$når jeg logget meg$når eg logga meg$1
3549$kaptein Crozier , lød$kaptein Crozier , lydde$1
3550$12 prosent kommer fra$12 prosent kjem frå$0
3551$Yggeset avfallsanlegg i Asker$Yggeset avfallsanlegg i Asker$1
3552$folk nå som det$folk no som det$1
3553$sosiale medier-selskaper opptre ansvarlig$sosiale medier-selskaper opptre ansvarleg$1
3554$Bistrup , som er$Bistrup , som er$1
3555$samfunnet , sier hun.$samfunnet , seier ho.$2
3556$tok de selv kontakt$tok dei sjølv kontakt$1
3557$er episenter for smitten.$er episenter for smitten.$2
3558$tida , blant annet$tida , mellom anna$1
3559$et eget lag med$eit eige lag med$1
3560$forteller at de 800$fortel at dei 800$1
3561$Fuglehaug er et åpenbart$Fuglhaug er eit openbert$1
3562$ble påvist første gang$vart påviste første gong$1
3563$3.000 av mannskapet bli$3.000 av mannskapet bli$1
3564$477 personer er døde$477 personar er døde$0
3565$World Citizen Report ,$World Citizen Report ,$1
3566$er spredt på nettet$er spreidde på nettet$1
3567$, svarer han at$, svarer han at$1
3568$lange køen ved Øra$lange køen ved Øyra$1
3569$kaste rullen mot deg.$kaste rullen mot deg.$2
